true_medicine,predicted,char_similarity,fuzzy_score,exact_match,fuzzy_match
Candinil,Cndinil,93.33,93.33,False,True
Candinil,Candinil,100.0,100.0,True,True
Candinil,Candinil,100.0,100.0,True,True
Candinil,Candinil,100.0,100.0,True,True
Candinil,Candinil,100.0,100.0,True,True
Candinil,Candinil,100.0,100.0,True,True
Candinil,Cendinil,87.5,87.5,False,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Cetisoft,Cetiseft,87.5,87.5,False,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Cetisoft,Cetioft,93.33,93.33,False,True
Cetisoft,Cetisoft,100.0,100.0,True,True
Conaz,Conan,80.0,80.0,False,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Conaz,100.0,100.0,True,True
Conaz,Coaz,88.89,88.89,False,True
Dancel,Dancel,100.0,100.0,True,True
Dancel,Dancel,100.0,100.0,True,True
Dancel,Dancel,100.0,100.0,True,True
Dancel,Tancel,83.33,83.33,False,True
Dancel,Dancel,100.0,100.0,True,True
Dancel,Bancel,83.33,83.33,False,True
Dancel,Dancel,100.0,100.0,True,True
Dancel,Dancel,100.0,100.0,True,True
Dancel,Dancel,100.0,100.0,True,True
Dancel,Dancel,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Senixil,85.71,85.71,False,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Denixil,Denixil,100.0,100.0,True,True
Diflu,Diflu,100.0,100.0,True,True
Diflu,Diflu,100.0,100.0,True,True
Diflu,Diflu,100.0,100.0,True,True
Diflu,Diflu,100.0,100.0,True,True
Diflu,Difl,88.89,88.89,False,True
Diflu,Difl,88.89,88.89,False,True
Diflu,Difln,80.0,80.0,False,True
Diflu,Diflu,100.0,100.0,True,True
Diflu,Diflu,100.0,100.0,True,True
Diflu,Diflu,100.0,100.0,True,True
Dinafex,Dinafex,100.0,100.0,True,True
Dinafex,Fiexal,46.15,46.15,False,False
Dinafex,Dinafex,100.0,100.0,True,True
Dinafex,Dinafex,100.0,100.0,True,True
Dinafex,Dinniex,71.43,71.43,False,True
Dinafex,Dinafex,100.0,100.0,True,True
Dinafex,Dinafex,100.0,100.0,True,True
Dinafex,Dinafex,100.0,100.0,True,True
Dinafex,Dinafex,100.0,100.0,True,True
Dinafex,Dinafex,100.0,100.0,True,True
Disopan,Disopan,100.0,100.0,True,True
Disopan,Disopan,100.0,100.0,True,True
Disopan,Dicopan,85.71,85.71,False,True
Disopan,Dicopan,85.71,85.71,False,True
Disopan,Diopan,92.31,92.31,False,True
Disopan,Disopan,100.0,100.0,True,True
Disopan,Disopan,100.0,100.0,True,True
Disopan,Diopan,92.31,92.31,False,True
Disopan,Disopan,100.0,100.0,True,True
Disopan,Disopxn,85.71,85.71,False,True
Esonix,Esonix,100.0,100.0,True,True
Esonix,Elonix,83.33,83.33,False,True
Esonix,Esonix,100.0,100.0,True,True
Esonix,Eoni,80.0,80.0,False,True
Esonix,Esonix,100.0,100.0,True,True
Esonix,Esonix,100.0,100.0,True,True
Esonix,Esonix,100.0,100.0,True,True
Esonix,Esonex,83.33,83.33,False,True
Esonix,Esonix,100.0,100.0,True,True
Esonix,Esonix,100.0,100.0,True,True
Esoral,Esoral,100.0,100.0,True,True
Esoral,Erofol,50.0,50.0,False,False
Esoral,Esoral,100.0,100.0,True,True
Esoral,Eonac,54.55,54.55,False,False
Esoral,Esoral,100.0,100.0,True,True
Esoral,Esoral,100.0,100.0,True,True
Esoral,Eoral,90.91,90.91,False,True
Esoral,Floral,66.67,66.67,False,True
Esoral,Esofal,83.33,83.33,False,True
Esoral,Csoral,83.33,83.33,False,True
Etizin,Eitiin,83.33,83.33,False,True
Etizin,Etin,80.0,80.0,False,True
Etizin,Eluin,54.55,54.55,False,False
Etizin,Etzin,90.91,90.91,False,True
Etizin,Etizin,100.0,100.0,True,True
Etizin,Etzin,90.91,90.91,False,True
Etizin,Etiin,90.91,90.91,False,True
Etizin,Etizin,100.0,100.0,True,True
Etizin,Etizin,100.0,100.0,True,True
Etizin,Etizsth,61.54,61.54,False,True
Exium,Exium,100.0,100.0,True,True
Exium,Tl,0.0,0.0,False,False
Exium,Exium,100.0,100.0,True,True
Exium,Exiumm,90.91,90.91,False,True
Exium,Exium,100.0,100.0,True,True
Exium,Exium,100.0,100.0,True,True
Exium,Exiumm,90.91,90.91,False,True
Exium,Exuum,80.0,80.0,False,True
Exium,Exium,100.0,100.0,True,True
Exium,Exium,100.0,100.0,True,True
Fenadin,Fenadin,100.0,100.0,True,True
Fenadin,Fexo,36.36,60.0,False,True
Fenadin,Fenadin,100.0,100.0,True,True
Fenadin,Fenadin,100.0,100.0,True,True
Fenadin,Fenadin,100.0,100.0,True,True
Fenadin,Anadin,76.92,76.92,False,True
Fenadin,Fenadin,100.0,100.0,True,True
Fenadin,Ladiipt,42.86,42.86,False,False
Fenadin,Fexo,36.36,60.0,False,True
Fenadin,Fenadin,100.0,100.0,True,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexofast,Fexfast,93.33,93.33,False,True
Fexofast,Texofast,87.5,87.5,False,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexofast,Fexofast,100.0,100.0,True,True
Fexo,Ficox,44.44,44.44,False,False
Fexo,Fexo,100.0,100.0,True,True
Fexo,Fexo,100.0,100.0,True,True
Fexo,Fixoe,66.67,66.67,False,True
Fexo,Fexo,100.0,100.0,True,True
Fexo,Fenadin,36.36,60.0,False,True
Fexo,Nexcap,40.0,51.43,False,False
Fexo,Fexo,100.0,100.0,True,True
Fexo,Fexo,100.0,100.0,True,True
Fexo,Fexo,100.0,100.0,True,True
Filmet,Filmet,100.0,100.0,True,True
Filmet,Filmet,100.0,100.0,True,True
Filmet,Filmet,100.0,100.0,True,True
Filmet,Filmet,100.0,100.0,True,True
Filmet,Flmel,72.73,72.73,False,True
Filmet,Filmet,100.0,100.0,True,True
Filmet,Fimet,90.91,90.91,False,True
Filmet,Filmet,100.0,100.0,True,True
Filmet,Filmot,83.33,83.33,False,True
Filmet,Fllmet,83.33,83.33,False,True
Fixal,Flxal,80.0,80.0,False,True
Fixal,Fixa,88.89,88.89,False,True
Fixal,Fiexal,90.91,90.91,False,True
Fixal,Fixal,100.0,100.0,True,True
Fixal,Feixal,90.91,90.91,False,True
Fixal,Fixal,100.0,100.0,True,True
Fixal,Fexal,80.0,80.0,False,True
Fixal,Fixal,100.0,100.0,True,True
Fixal,Fenadin,33.33,33.33,False,False
Fixal,Fixal,100.0,100.0,True,True
Flamyd,Flamyd,100.0,100.0,True,True
Flamyd,Flamyd,100.0,100.0,True,True
Flamyd,Flamyd,100.0,100.0,True,True
Flamyd,Flamyd,100.0,100.0,True,True
Flamyd,Flamyd,100.0,100.0,True,True
Flamyd,Flamyd,100.0,100.0,True,True
Flamyd,Flamd,90.91,90.91,False,True
Flamyd,Flamd,90.91,90.91,False,True
Flamyd,Flamyd,100.0,100.0,True,True
Flamyd,Flamyd,100.0,100.0,True,True
Flexibac,Flexibac,100.0,100.0,True,True
Flexibac,Flexibac,100.0,100.0,True,True
Flexibac,Flexiuac,87.5,87.5,False,True
Flexibac,Flexiuac,87.5,87.5,False,True
Flexibac,Flexibc,93.33,93.33,False,True
Flexibac,Texibac,80.0,80.0,False,True
Flexibac,Flexibac,100.0,100.0,True,True
Flexibac,Flexibac,100.0,100.0,True,True
Flexibac,Flexibac,100.0,100.0,True,True
Flexibac,Flexibac,100.0,100.0,True,True
Flexilax,Flexilax,100.0,100.0,True,True
Flexilax,Flexiuax,87.5,87.5,False,True
Flexilax,Flexilax,100.0,100.0,True,True
Flexilax,Flexilaxx,94.12,94.12,False,True
Flexilax,Flexilax,100.0,100.0,True,True
Flexilax,Flexilax,100.0,100.0,True,True
Flexilax,Flexilax,100.0,100.0,True,True
Flexilax,Flexilax,100.0,100.0,True,True
Flexilax,Flexilax,100.0,100.0,True,True
Flexilax,Flexilax,100.0,100.0,True,True
Flugal,Flgal,90.91,90.91,False,True
Flugal,Flugal,100.0,100.0,True,True
Flugal,Flugal,100.0,100.0,True,True
Flugal,Vlugal,83.33,83.33,False,True
Flugal,Flugal,100.0,100.0,True,True
Flugal,Plgul,54.55,54.55,False,False
Flugal,Flugal,100.0,100.0,True,True
Flugal,Flugat,83.33,83.33,False,True
Flugal,Flugal,100.0,100.0,True,True
Flugal,Luugal,83.33,83.33,False,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketocon,Ketocon,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketoral,Ketoral,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotal,85.71,85.71,False,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketotab,Ketotab,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ketozol,100.0,100.0,True,True
Ketozol,Ktozol,92.31,92.31,False,True
Ketozol,Ketozol,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Leptic,Leptic,100.0,100.0,True,True
Lucan-R,Lucaan-R,93.33,93.33,False,True
Lucan-R,Lucaa-R,85.71,85.71,False,True
Lucan-R,Lucan-R,100.0,100.0,True,True
Lucan-R,Lucan-R,100.0,100.0,True,True
Lucan-R,Lcan-R,92.31,92.31,False,True
Lucan-R,Lucan-R,100.0,100.0,True,True
Lucan-R,Lucan-R,100.0,100.0,True,True
Lucan-R,Lucan-R,100.0,100.0,True,True
Lucan-R,Lucan-R,100.0,100.0,True,True
Lucan-R,Lucan-R,100.0,100.0,True,True
Lumona,Lumona,100.0,100.0,True,True
Lumona,Luunona,76.92,76.92,False,True
Lumona,Lumona,100.0,100.0,True,True
Lumona,Lumona,100.0,100.0,True,True
Lumona,Lumond,83.33,83.33,False,True
Lumona,Llumona,92.31,92.31,False,True
Lumona,Lumona,100.0,100.0,True,True
Lumona,Lumona,100.0,100.0,True,True
Lumona,Lumona,100.0,100.0,True,True
Lumona,Lumona,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-ast,90.91,90.91,False,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
M-Kast,M-Kast,100.0,100.0,True,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Nexima,66.67,66.67,False,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Maxima,100.0,100.0,True,True
Maxima,Maxma,90.91,90.91,False,True
Maxpro,Maxpro,100.0,100.0,True,True
Maxpro,Maspro,83.33,83.33,False,True
Maxpro,Maxpro,100.0,100.0,True,True
Maxpro,Mapto,72.73,72.73,False,True
Maxpro,Maxpro,100.0,100.0,True,True
Maxpro,Maxm,60.0,77.14,False,True
Maxpro,Maxpro,100.0,100.0,True,True
Maxpro,Maxpbo,83.33,83.33,False,True
Maxpro,MaxpneKon,66.67,72.0,False,True
Maxpro,MaxpneKon,66.67,72.0,False,True
Metro,Metro,100.0,100.0,True,True
Metro,Metro,100.0,100.0,True,True
Metro,Metro,100.0,100.0,True,True
Metro,Metro,100.0,100.0,True,True
Metro,Metro,100.0,100.0,True,True
Metro,Metro,100.0,100.0,True,True
Metro,Mefao,60.0,60.0,False,True
Metro,Metro,100.0,100.0,True,True
Metro,Metro,100.0,100.0,True,True
Metro,Metro,100.0,100.0,True,True
Metsina,Metsina,100.0,100.0,True,True
Metsina,Mtsin,83.33,83.33,False,True
Metsina,Metsina,100.0,100.0,True,True
Metsina,Metsina,100.0,100.0,True,True
Metsina,Metsina,100.0,100.0,True,True
Metsina,Metsia,92.31,92.31,False,True
Metsina,Metsina,100.0,100.0,True,True
Metsina,Metsina,100.0,100.0,True,True
Metsina,Metsina,100.0,100.0,True,True
Metsina,Metsin,92.31,92.31,False,True
Monas,Monax,80.0,80.0,False,True
Monas,Konas,80.0,80.0,False,True
Monas,Monas,100.0,100.0,True,True
Monas,Monas,100.0,100.0,True,True
Monas,Monas,100.0,100.0,True,True
Monas,Monas,100.0,100.0,True,True
Monas,Monas,100.0,100.0,True,True
Monas,Monas,100.0,100.0,True,True
Monas,Monas,100.0,100.0,True,True
Monas,Monas,100.0,100.0,True,True
Montair,Montair,100.0,100.0,True,True
Montair,Montair,100.0,100.0,True,True
Montair,Montaer,85.71,85.71,False,True
Montair,Montacr,85.71,85.71,False,True
Montair,Nontapr,71.43,71.43,False,True
Montair,Aotrir,61.54,61.54,False,True
Montair,Manta,66.67,66.67,False,True
Montair,Montir,92.31,92.31,False,True
Montair,Mone,54.55,77.14,False,True
Montair,Montaid,85.71,85.71,False,True
Montene,Montene,100.0,100.0,True,True
Montene,Motene,92.31,92.31,False,True
Montene,Montene,100.0,100.0,True,True
Montene,Montane,85.71,85.71,False,True
Montene,Bacaid,0.0,0.0,False,False
Montene,Montene,100.0,100.0,True,True
Montene,Montene,100.0,100.0,True,True
Montene,Montne,92.31,92.31,False,True
Montene,Monipe,61.54,61.54,False,True
Montene,Montene,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Montex,100.0,100.0,True,True
Montex,Monex,90.91,90.91,False,True
Napa Extend,NapaExtend,95.24,95.24,False,True
Napa Extend,NapaExtend,95.24,95.24,False,True
Napa Extend,NapaExter,80.0,80.0,False,True
Napa Extend,NapaExte,84.21,84.21,False,True
Napa Extend,NapaExtend,95.24,95.24,False,True
Napa Extend,LiaEta,35.29,45.0,False,False
Napa Extend,NapaEtend,90.0,90.0,False,True
Napa Extend,NapaEtnd,84.21,84.21,False,True
Napa Extend,NapaEatend,85.71,85.71,False,True
Napa Extend,NapaExteno,85.71,85.71,False,True
Napa,Napa,100.0,100.0,True,True
Napa,Napa,100.0,100.0,True,True
Napa,Napro,66.67,66.67,False,True
Napa,Napa,100.0,100.0,True,True
Napa,Napa,100.0,100.0,True,True
Napa,Profhn,20.0,36.0,False,False
Napa,Napoa,88.89,88.89,False,True
Napa,Napx,75.0,75.0,False,True
Napa,Nze,28.57,28.57,False,False
Napa,Napa,100.0,100.0,True,True
Nexcap,Nexcap,100.0,100.0,True,True
Nexcap,Opifa,18.18,18.18,False,False
Nexcap,Nexcap,100.0,100.0,True,True
Nexcap,Nexcap,100.0,100.0,True,True
Nexcap,Nexcaap,92.31,92.31,False,True
Nexcap,Nexcap,100.0,100.0,True,True
Nexcap,Nexcap,100.0,100.0,True,True
Nexcap,Nexcap,100.0,100.0,True,True
Nexcap,Oton,20.0,36.0,False,False
Nexcap,Nexcap,100.0,100.0,True,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Nxum,88.89,88.89,False,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Nexum,100.0,100.0,True,True
Nexum,Lexum,80.0,80.0,False,True
Nidazyl,Nidazyl,100.0,100.0,True,True
Nidazyl,Nidazyl,100.0,100.0,True,True
Nidazyl,Nidazyl,100.0,100.0,True,True
Nidazyl,Nidazyl,100.0,100.0,True,True
Nidazyl,Ndazyl,92.31,92.31,False,True
Nidazyl,Nidayl,92.31,92.31,False,True
Nidazyl,Nidazyl,100.0,100.0,True,True
Nidazyl,Nilazyl,85.71,85.71,False,True
Nidazyl,Nidazil,85.71,85.71,False,True
Nidazyl,Nidayl,92.31,92.31,False,True
Nizoder,Nizode,92.31,92.31,False,True
Nizoder,Nizolrz,71.43,71.43,False,True
Nizoder,Nizoder,100.0,100.0,True,True
Nizoder,Nizodr,92.31,92.31,False,True
Nizoder,Nizoder,100.0,100.0,True,True
Nizoder,Nizone,76.92,76.92,False,True
Nizoder,Nizoder,100.0,100.0,True,True
Nizoder,Nizoder,100.0,100.0,True,True
Nizoder,Nizola,61.54,61.54,False,True
Nizoder,Nizodr,92.31,92.31,False,True
Odmon,Odmon,100.0,100.0,True,True
Odmon,Odmon,100.0,100.0,True,True
Odmon,Odmon,100.0,100.0,True,True
Odmon,Odmon,100.0,100.0,True,True
Odmon,Odmon,100.0,100.0,True,True
Odmon,Mdmon,80.0,80.0,False,True
Odmon,Odmon,100.0,100.0,True,True
Odmon,Odnon,80.0,80.0,False,True
Odmon,Odmon,100.0,100.0,True,True
Odmon,Omon,88.89,88.89,False,True
Omastin,Omastin,100.0,100.0,True,True
Omastin,Omastin,100.0,100.0,True,True
Omastin,Omastin,100.0,100.0,True,True
Omastin,Omastin,100.0,100.0,True,True
